HOL,TSB 
0,
1,7.9
2,8.1
3,8.3
4,8.5
5,8.7
6,8.9
7,9.1
8,9.3
9,9.5
10,9.7
11,9.9
12,10.1
13,10.3
14,10.5
15,10.7
16,10.8
17,11
18,11.2
19,11.4
20,11.6
21,11.7
22,11.7
23,11.9
24,12.3
25,12.4
26,12.6
27,12.8
28,12.9
29,13.1
30,13.3
31,13.4
32,13.6
33,13.8
34,13.9
35,14.1
36,14.2
37,14.4
38,14.5
39,14.7
40,14.8
41,15
42,15.1
43,15.3
44,15.4
45,15.5
46,15.6
47,15.7
48,16
49,16.1
50,16.2
51,16.4
52,16.5
53,16.6
54,16.8
55,16.9
56,17
57,17.1
58,17.3
59,17.4
60,17.5
61,17.6
62,17.7
63,17.8
64,17.9
65,18.1
66,18.2
67,18.3
68,18.4
69,18.5
70,18.5
71,18.6
72,18.8
73,18.9
74,19
75,19.1
76,19.2
77,19.3
78,19.4
79,19.5
80,19.5
81,19.6
82,19.7
83,19.8
84,19.9
85,20
86,20
87,20.1
88,20.2
89,20.3
90,20.3
91,20.4
92,20.5
93,20.6
94,20.6
95,20.6
96,20.7
97,20.8
98,20.8
99,20.8
100,20.8
101,20.8
102,20.8
103,20.8
104,20.8
105,20.8
106,20.8
107,20.8
108,20.8
109,20.8
110,20.8
111,20.8
112,20.8
113,20.8
114,20.8
115,20.9
116,20.9
117,20.9
118,20.9
119,20.9
120,20.9
121,20.9
122,20.9
123,20.9
124,20.9
125,20.9
126,20.9
127,20.9
128,20.9
129,20.9
130,20.9
131,20.9
132,20.9
133,20.9
134,20.9
135,20.9
136,20.9
137,20.9
138,21
139,21
140,21
141,21
142,21
143,21
144,21
145,21
146,21
147,21
148,21
149,21
150,21
151,21
152,21
153,21
154,21
155,21
156,21
157,21
158,21
159,21
160,21
161,21
162,21.1
163,21.1
164,21.1
165,21.1
166,21.1
167,21.1
168,21.1
169,21.1
170,21.1
171,21.1
172,21.1
173,21.1
174,21.1
175,21.1
176,21.1
177,21.1
178,21.1
179,21.1
180,21.1
181,21.1
182,21.1
183,21.1
184,21.1
185,21.2
186,21.2
187,21.2
188,21.2
189,21.2
190,21.2
191,21.2
192,21.2
193,21.2
194,21.2
195,21.2
196,21.2
197,21.2
198,21.2
199,21.2
200,21.2
201,21.2
202,21.2
203,21.2
204,21.2
205,21.2
206,21.2
207,21.2
208,21.3
209,21.3
210,21.3
211,21.3
212,21.3
213,21.3
214,21.3
215,21.3
216,21.3
217,21.3
218,21.3
219,21.3
220,21.3
221,21.3
222,21.3
223,21.3
224,21.3
225,21.3
226,21.3
227,21.3
228,21.3
229,21.3
230,21.3
231,21.4
232,21.4
233,21.4
234,21.4
235,21.4
236,21.4
237,21.4
238,21.4
239,21.4
240,21.4
241,21.4
242,21.4
243,21.4
244,21.4
245,21.4
246,21.4
247,21.4
248,21.4
249,21.4
250,21.4
251,21.4
252,21.4
253,21.4
254,21.4
255,21.5
256,21.5
257,21.5
258,21.5
259,21.5
260,21.5
261,21.5
262,21.5
263,21.5
264,21.5
265,21.5
266,21.5
267,21.5
268,21.5
269,21.5
270,21.5
271,21.5
272,21.5
273,21.5
274,21.5
275,21.5
276,21.5
277,21.5
278,21.6
279,21.6
280,21.6
281,21.6
282,21.6
283,21.6
284,21.6
285,21.6
286,21.6
287,21.6
288,21.6
289,21.6
290,21.6
291,21.6
292,21.6
293,21.6
294,21.6
295,21.6
296,21.6
297,21.6
298,21.6
299,21.6
300,21.6
301,21.6
302,21.7
303,21.7
304,21.7
305,21.7
306,21.7
307,21.7
308,21.7
309,21.7
310,21.7
311,21.7
312,21.7
313,21.7
314,21.7
315,21.7
316,21.7
317,21.7
318,21.7
319,21.7
320,21.7
321,21.7
322,21.7
323,21.7
324,21.7
325,21.8
326,21.8
327,21.8
328,21.8
329,21.8
330,21.8
331,21.8
332,21.8
333,21.8
334,21.8
335,21.8
336,21.8
